STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,AFG,Afghanistan,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE1,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 1 - Minimal,_Z,Not Applicable,2025-03,32.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,RATIO,Ratio,610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,DJI,Djibouti,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE1,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 1 - Minimal,_Z,Not Applicable,2025-05,40.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,RATIO,Ratio,610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,CAF,Central African Republic,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE1,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 1 - Minimal,_Z,Not Applicable,2025-05,29.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,RATIO,Ratio,610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,YEM,"Yemen, Rep.",IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE1,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 1 - Minimal,_Z,Not Applicable,2025-06,21.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,RATIO,Ratio,610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,SWZ,Eswatini,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE1,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 1 - Minimal,_Z,Not Applicable,2025-06,43.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,RATIO,Ratio,610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,MOZ,Mozambique,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE1,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 1 - Minimal,_Z,Not Applicable,2025-06,45.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,RATIO,Ratio,610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,PSE,West Bank and Gaza,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE1,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 1 - Minimal,_Z,Not Applicable,2025-07,,IPC_IPC,Integrated Food Security Phase Classification,0,Units,RATIO,Ratio,610,CCYYMM,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,MDG,Madagascar,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE1,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 1 - Minimal,_Z,Not Applicable,2025-07,42.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,RATIO,Ratio,610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,GTM,Guatemala,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE1,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 1 - Minimal,_Z,Not Applicable,2025-05,44.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,RATIO,Ratio,610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,NAM,Namibia,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE1,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 1 - Minimal,_Z,Not Applicable,2025-07,47.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,RATIO,Ratio,610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,UGA,Uganda,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE1,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 1 - Minimal,_Z,Not Applicable,2025-06,43.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,RATIO,Ratio,610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,UGA,Uganda,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE1,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 1 - Minimal,_Z,Not Applicable,2025-07,18.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,RATIO,Ratio,610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,KEN,Kenya,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE1,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 1 - Minimal,_Z,Not Applicable,2025-07,51.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,RATIO,Ratio,610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,BDI,Burundi,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE1,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 1 - Minimal,_Z,Not Applicable,2025-08,55.00000000000001,IPC_IPC,Integrated Food Security Phase Classification,0,Units,RATIO,Ratio,610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,SOM,Somalia,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE1,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 1 - Minimal,_Z,Not Applicable,2025-07,50.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,RATIO,Ratio,610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,HTI,Haiti,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE1,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 1 - Minimal,_Z,Not Applicable,2025-09,22.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,RATIO,Ratio,610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,LSO,Lesotho,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE1,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 1 - Minimal,_Z,Not Applicable,2025-03,46.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,RATIO,Ratio,610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,MWI,Malawi,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE1,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 1 - Minimal,_Z,Not Applicable,2025-06,52.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,RATIO,Ratio,610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,SDN,Sudan,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE1,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 1 - Minimal,_Z,Not Applicable,2025-09,24.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,RATIO,Ratio,610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,ZMB,Zambia,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE1,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 1 - Minimal,_Z,Not Applicable,2025-08,37.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,RATIO,Ratio,610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,COD,"Congo, Dem. Rep.",IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE1,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 1 - Minimal,_Z,Not Applicable,2025-09,33.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,RATIO,Ratio,610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,SSD,South Sudan,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE1,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 1 - Minimal,_Z,Not Applicable,2025-09,23.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,RATIO,Ratio,610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,CAF,Central African Republic,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE1,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 1 - Minimal,_Z,Not Applicable,2025-09,30.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,RATIO,Ratio,610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,AFG,Afghanistan,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE1,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 1 - Minimal,_Z,Not Applicable,2025-10,30.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,RATIO,Ratio,610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,PSE,West Bank and Gaza,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE1,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 1 - Minimal,_Z,Not Applicable,2025-11,,IPC_IPC,Integrated Food Security Phase Classification,0,Units,RATIO,Ratio,610,CCYYMM,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,BDI,Burundi,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE2,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 2 - Stressed,_Z,Not Applicable,2017-03,4033560.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,CAF,Central African Republic,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE2,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 2 - Stressed,_Z,Not Applicable,2017-02,1519192.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,GTM,Guatemala,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE2,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 2 - Stressed,_Z,Not Applicable,2017-07,1300000.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,HTI,Haiti,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE2,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 2 - Stressed,_Z,Not Applicable,2017-02,3475555.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,SWZ,Eswatini,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE2,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 2 - Stressed,_Z,Not Applicable,2017-07,126170.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,HTI,Haiti,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE2,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 2 - Stressed,_Z,Not Applicable,2017-10,3092718.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,MDG,Madagascar,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE2,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 2 - Stressed,_Z,Not Applicable,2017-06,1045720.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,MDG,Madagascar,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE2,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 2 - Stressed,_Z,Not Applicable,2017-10,897366.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,LSO,Lesotho,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE2,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 2 - Stressed,_Z,Not Applicable,2017-07,272708.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,MWI,Malawi,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE2,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 2 - Stressed,_Z,Not Applicable,2017-07,2009000.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,AFG,Afghanistan,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE2,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 2 - Stressed,_Z,Not Applicable,2017-05,1143324.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,AFG,Afghanistan,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE2,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 2 - Stressed,_Z,Not Applicable,2017-09,9945689.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,BDI,Burundi,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE2,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 2 - Stressed,_Z,Not Applicable,2017-07,5116037.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,TZA,Tanzania,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE2,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 2 - Stressed,_Z,Not Applicable,2017-07,582706.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,PAK,Pakistan,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE2,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 2 - Stressed,_Z,Not Applicable,2017-05,1237867.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,UGA,Uganda,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE2,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 2 - Stressed,_Z,Not Applicable,2017-01,9243678.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,UGA,Uganda,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE2,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 2 - Stressed,_Z,Not Applicable,2017-11,4818388.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,SSD,South Sudan,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE2,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 2 - Stressed,_Z,Not Applicable,2017-05,4030000.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,SLV,El Salvador,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE2,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 2 - Stressed,_Z,Not Applicable,2017-11,222826.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,CAF,Central African Republic,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE2,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 2 - Stressed,_Z,Not Applicable,2018-03,2077029.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,MOZ,Mozambique,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE2,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 2 - Stressed,_Z,Not Applicable,2017-05,799092.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,COD,"Congo, Dem. Rep.",IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE2,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 2 - Stressed,_Z,Not Applicable,2017-06,64014318.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,BDI,Burundi,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE2,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 2 - Stressed,_Z,Not Applicable,2018-03,3353620.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,SOM,Somalia,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE2,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 2 - Stressed,_Z,Not Applicable,2017-07,2868000.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,SOM,Somalia,IPC_IPC_PHASE,People in each phase of food insecurity classification,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,IPC_IPC_PHASE2,Severity Phase of Acute Food Insecurity or Malnutrition : Phase 2 - Stressed,_Z,Not Applicable,2018-01,2794000.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
